time_str,time,content,url,platform,original_tweet,impact_on_market,sentiment_score,market_impact_score,keywords,sector,reason,keywords_list,unique_companies,unique_tickers,ticker,company
"June 24, 2025 @ 9:30 PM ET",2025-06-24 21:30:00,fake news cnn together with the failing new york times have teamed up in an attempt to demean one of the most successful military strikes in history the nuclear sites in iran are completely destroyed both the tiimes and cnn are getting slammed by the public,https://media-cdn.factba.se/realdonaldtrump-truthsocial/114741415042752014.jpg,Truth Social,fake news cnn together with the failing new york times have teamed up in an attempt to demean one of the most successful military strikes in history the nuclear sites in iran are completely destroyed both the tiimes and cnn are getting slammed by the public,Direct,-0.6,0.6,"['CNN', 'The New York Times', 'Iran', 'Oil prices', 'Geopolitical risk']","['Communication Services', 'Energy', 'Industrials']",Directly targets media companies and references a major Iran strike that could sway media stocks and drive energy and defense sector moves.,"['CNN', 'The New York Times', 'Iran', 'Oil prices', 'Geopolitical risk']","Warner Bros. Discovery, Inc., The New York Times Company","WBD, NYT",NYT,The New York Times Company
"June 23, 2025 @ 2:10 PM ET",2025-06-23 14:10:00,the sites that we hit in iran were totally destroyed and everyone knows it only the fake news would say anything different in order to try and demean as much as possible and even they say they were pretty well destroyed working especially hard on this falsehood is allison cooper of fake news cnn dumb brian roberts chairman of con cast jonny karl of abc fake news and always the losers of again concast nbc fake news it never ends with the sleazebags in the media and that why their ratings are at an all time low zero credibility,https://truthsocial.com/@realDonaldTrump/posts/114734021412822365,Truth Social,the sites that we hit in iran were totally destroyed and everyone knows it only the fake news would say anything different in order to try and demean as much as possible and even they say they were pretty well destroyed working especially hard on this falsehood is allison cooper of fake news cnn dumb brian roberts chairman of con cast jonny karl of abc fake news and always the losers of again concast nbc fake news it never ends with the sleazebags in the media and that why their ratings are at an all time low zero credibility,Direct,-0.9,0.4,"['Comcast', 'CEO Brian Roberts', 'CNN', 'ABC', 'NBC']","['Communication Services', 'Comcast']","Directly criticizes media companies and Comcast's CEO by name, which could pressure related Communication Services stocks.","['Comcast', 'CEO Brian Roberts', 'CNN', 'ABC', 'NBC']","Comcast Corporation, Warner Bros. Discovery, Inc., American Broadcasting Company (Disney)","CMCSA, WBD, DIS",CMCSA,Comcast Corporation
"June 23, 2025 @ 2:10 PM ET",2025-06-23 14:10:00,the sites that we hit in iran were totally destroyed and everyone knows it only the fake news would say anything different in order to try and demean as much as possible and even they say they were pretty well destroyed working especially hard on this falsehood is allison cooper of fake news cnn dumb brian roberts chairman of con cast jonny karl of abc fake news and always the losers of again concast nbc fake news it never ends with the sleazebags in the media and that why their ratings are at an all time low zero credibility,https://truthsocial.com/@realDonaldTrump/posts/114734021412822365,Truth Social,the sites that we hit in iran were totally destroyed and everyone knows it only the fake news would say anything different in order to try and demean as much as possible and even they say they were pretty well destroyed working especially hard on this falsehood is allison cooper of fake news cnn dumb brian roberts chairman of con cast jonny karl of abc fake news and always the losers of again concast nbc fake news it never ends with the sleazebags in the media and that why their ratings are at an all time low zero credibility,Direct,-0.9,0.4,"['Comcast', 'CEO Brian Roberts', 'CNN', 'ABC', 'NBC']","['Communication Services', 'Comcast']","Directly criticizes media companies and Comcast's CEO by name, which could pressure related Communication Services stocks.","['Comcast', 'CEO Brian Roberts', 'CNN', 'ABC', 'NBC']","Comcast Corporation, Warner Bros. Discovery, Inc., American Broadcasting Company (Disney)","CMCSA, WBD, DIS",WBD,"Warner Bros. Discovery, Inc."
"June 23, 2025 @ 2:10 PM ET",2025-06-23 14:10:00,the sites that we hit in iran were totally destroyed and everyone knows it only the fake news would say anything different in order to try and demean as much as possible and even they say they were pretty well destroyed working especially hard on this falsehood is allison cooper of fake news cnn dumb brian roberts chairman of con cast jonny karl of abc fake news and always the losers of again concast nbc fake news it never ends with the sleazebags in the media and that why their ratings are at an all time low zero credibility,https://truthsocial.com/@realDonaldTrump/posts/114734021412822365,Truth Social,the sites that we hit in iran were totally destroyed and everyone knows it only the fake news would say anything different in order to try and demean as much as possible and even they say they were pretty well destroyed working especially hard on this falsehood is allison cooper of fake news cnn dumb brian roberts chairman of con cast jonny karl of abc fake news and always the losers of again concast nbc fake news it never ends with the sleazebags in the media and that why their ratings are at an all time low zero credibility,Direct,-0.9,0.4,"['Comcast', 'CEO Brian Roberts', 'CNN', 'ABC', 'NBC']","['Communication Services', 'Comcast']","Directly criticizes media companies and Comcast's CEO by name, which could pressure related Communication Services stocks.","['Comcast', 'CEO Brian Roberts', 'CNN', 'ABC', 'NBC']","Comcast Corporation, Warner Bros. Discovery, Inc., American Broadcasting Company (Disney)","CMCSA, WBD, DIS",DIS,The Walt Disney Company
"June 20, 2025 @ 6:34 PM ET",2025-06-20 18:34:00,why does fox news allow failed tv personality jessica tarlov to soil the five her voice her manner and above all else what she says are disgrace to television broadcasting ve had the best poll numbers that ve ever had and she is constantly saying the exact opposite the just out highly respected rasmussen poll is at 56 insider advantage 54 and many others are at 56 to 68 sadly the audience has to listen to her spew off that am doing poorly in the polls while am beating the democrats by 15 points and more importantly just won an election against two candidates sleepy joe and kamala in landslide by winning all 7 swing states and the popular vote by millions with records broken everywhere in all fairness to jesse and greg who are terrific they don see all of these poll numbers and can therefore come to my defense but can nobody can stand tarlov she lies over and over again and maga is complaining big league that she all over fox watch their ratings go down by keeping her on the show nobody wants to listen to her why doesn she talk about the fact that had zero illegal aliens come into our country last month whereas sleepy joe biden allowed 62 000 people in many from prisons mental institutions and gangs people like jessica tarlov make maga absolutely hate fox,https://truthsocial.com/@realDonaldTrump/posts/114718072561660622,Truth Social,why does fox news allow failed tv personality jessica tarlov to soil the five her voice her manner and above all else what she says are disgrace to television broadcasting ve had the best poll numbers that ve ever had and she is constantly saying the exact opposite the just out highly respected rasmussen poll is at 56 insider advantage 54 and many others are at 56 to 68 sadly the audience has to listen to her spew off that am doing poorly in the polls while am beating the democrats by 15 points and more importantly just won an election against two candidates sleepy joe and kamala in landslide by winning all 7 swing states and the popular vote by millions with records broken everywhere in all fairness to jesse and greg who are terrific they don see all of these poll numbers and can therefore come to my defense but can nobody can stand tarlov she lies over and over again and maga is complaining big league that she all over fox watch their ratings go down by keeping her on the show nobody wants to listen to her why doesn she talk about the fact that had zero illegal aliens come into our country last month whereas sleepy joe biden allowed 62 000 people in many from prisons mental institutions and gangs people like jessica tarlov make maga absolutely hate fox,Direct,-0.7,0.3,"['Fox News', 'Fox Corporation', 'Jessica Tarlov', 'Ratings', 'Rasmussen Reports']","['Communication Services', 'Fox Corporation']","Directly attacks Fox News and predicts falling ratings, which could influence sentiment and trading around Fox Corporation and media peers.","['Fox News', 'Fox Corporation', 'Jessica Tarlov', 'Ratings', 'Rasmussen Reports']",Fox Corporation,FOXA,FOXA,Fox Corporation
"June 19, 2025 @ 9:02 AM ET",2025-06-19 09:02:00,the crooked foxnews polls got the election wrong won by much more than they said would and have been biased against me for years they are always wrong and negative it why maga hates foxnews even though their anchors are great this has gone on for years but they never change the incompetent polling company that does their work now new foxnews poll comes out this morning giving me little more than 50 at the border and yet the border is miraculously perfect nobody was able to come in last month 60 000 people came in with sleepy joe in the same month last year hate fake pollsters one of the worst but fox will never change their discredited pollster,https://truthsocial.com/@realDonaldTrump/posts/114710162640808420,Truth Social,the crooked foxnews polls got the election wrong won by much more than they said would and have been biased against me for years they are always wrong and negative it why maga hates foxnews even though their anchors are great this has gone on for years but they never change the incompetent polling company that does their work now new foxnews poll comes out this morning giving me little more than 50 at the border and yet the border is miraculously perfect nobody was able to come in last month 60 000 people came in with sleepy joe in the same month last year hate fake pollsters one of the worst but fox will never change their discredited pollster,Direct,-0.8,0.3,"['Fox News', 'Fox Corporation (FOX)', 'Polling', 'Immigration/Border', 'Joe Biden']","['Communication Services', 'Fox Corporation']","Attacks Fox News and its pollster, which could negatively affect investor sentiment toward Fox Corporation and related media stocks.","['Fox News', 'Fox Corporation (FOX)', 'Polling', 'Immigration/Border', 'Joe Biden']",Fox Corporation,FOXA,FOXA,Fox Corporation
"June 18, 2025 @ 11:56 PM ET",2025-06-18 23:56:00,too late powell is the worst real dummy who costing america billions fannie freddie regulator powell should cut rates or quit,https://truthsocial.com/@realDonaldTrump/posts/114708015987777473,Truth Social,too late powell is the worst real dummy who costing america billions fannie freddie regulator powell should cut rates or quit,Direct,-0.8,0.7,"['Federal Reserve', 'Interest rates', 'Jerome Powell', 'Fannie Mae', 'Freddie Mac']","['Financials', 'Real Estate']",Criticism of Fed Chair Powell and demand for rate cuts while citing Fannie Mae and Freddie Mac can shift rate expectations and move financial and housing-related stocks.,"['Federal Reserve', 'Interest rates', 'Jerome Powell', 'Fannie Mae', 'Freddie Mac']","Federal National Mortgage Association, Federal Home Loan Mortgage Corporation","FNMA, FMCC",FNMA,Federal National Mortgage Association
"June 18, 2025 @ 11:56 PM ET",2025-06-18 23:56:00,too late powell is the worst real dummy who costing america billions fannie freddie regulator powell should cut rates or quit,https://truthsocial.com/@realDonaldTrump/posts/114708015987777473,Truth Social,too late powell is the worst real dummy who costing america billions fannie freddie regulator powell should cut rates or quit,Direct,-0.8,0.7,"['Federal Reserve', 'Interest rates', 'Jerome Powell', 'Fannie Mae', 'Freddie Mac']","['Financials', 'Real Estate']",Criticism of Fed Chair Powell and demand for rate cuts while citing Fannie Mae and Freddie Mac can shift rate expectations and move financial and housing-related stocks.,"['Federal Reserve', 'Interest rates', 'Jerome Powell', 'Fannie Mae', 'Freddie Mac']","Federal National Mortgage Association, Federal Home Loan Mortgage Corporation","FNMA, FMCC",FMCC,Federal Home Loan Mortgage Corporation
"June 6, 2025 @ 7:20 AM ET",2025-06-06 07:20:00,the failing new york times and the washington compost two papers that have ruthlessly fought me for years have each done polls where vast majority of those sampled are democrats in other words the polls just like their writings are rigged it is not possible for republican to do well in such poll they are corrupt as hell the real polls out there have me doing better than ever before just like election day 2024 where won seven out of seven swing states the popular vote and districts by 2 750 to 505 won the election in landslide the fake news media is failing our nation at levels never seen before make america great again,https://truthsocial.com/@realDonaldTrump/posts/114636148473122568,Truth Social,the failing new york times and the washington compost two papers that have ruthlessly fought me for years have each done polls where vast majority of those sampled are democrats in other words the polls just like their writings are rigged it is not possible for republican to do well in such poll they are corrupt as hell the real polls out there have me doing better than ever before just like election day 2024 where won seven out of seven swing states the popular vote and districts by 2 750 to 505 won the election in landslide the fake news media is failing our nation at levels never seen before make america great again,Direct,-0.8,0.2,"['New York Times', 'Washington Post', 'media', 'polls', 'election 2024']",['Communication Services'],"Criticism of NYT and WaPo could pressure sentiment toward media names, particularly publicly traded NYT.","['New York Times', 'Washington Post', 'media', 'polls', 'election 2024']",The New York Times Company,NYT,NYT,The New York Times Company
"June 5, 2025 @ 4:06 PM ET",2025-06-05 16:06:00,i don mind elon turning against me but he should have done so months ago this is one of the greatest bills ever presented to congress it a record cut in expenses 1 6 trillion dollars and the biggest tax cut ever given if this bill doesn pass there will be 68 tax increase and things far worse than that didn create this mess m just here to fix it this puts our country on path of greatness make america great again,https://truthsocial.com/@realDonaldTrump/posts/114632555927229642,Truth Social,i don mind elon turning against me but he should have done so months ago this is one of the greatest bills ever presented to congress it a record cut in expenses 1 6 trillion dollars and the biggest tax cut ever given if this bill doesn pass there will be 68 tax increase and things far worse than that didn create this mess m just here to fix it this puts our country on path of greatness make america great again,Direct,0.2,0.6,"['Tax cuts', 'Federal spending cuts', 'CEO Elon Musk', 'Tesla', 'Congress']","['Tesla', 'Financials', 'Consumer Discretionary', 'Industrials', 'Information Technology']","Mentions Elon Musk directly and touts large tax and spending cuts, signaling potential policy shifts that could move both Tesla and broad market sectors.","['Tax cuts', 'Federal spending cuts', 'CEO Elon Musk', 'Tesla', 'Congress']","Tesla, Inc.",TSLA,TSLA,"Tesla, Inc."
"June 5, 2025 @ 2:37 PM ET",2025-06-05 14:37:00,elon was wearing thin asked him to leave took away his ev mandate that forced everyone to buy electric cars that nobody else wanted that he knew for months was going to do and he just went crazy,https://truthsocial.com/@realDonaldTrump/posts/114632205177163456,Truth Social,elon was wearing thin asked him to leave took away his ev mandate that forced everyone to buy electric cars that nobody else wanted that he knew for months was going to do and he just went crazy,Direct,-0.6,0.7,"['Elon Musk', 'Tesla', 'EV mandate', 'Electric vehicles', 'Automakers']","['Consumer Discretionary', 'Energy']","Mentions Elon Musk and rescinding an EV mandate, which could affect Tesla and broader EV-related stocks as well as traditional energy names.","['Elon Musk', 'Tesla', 'EV mandate', 'Electric vehicles', 'Automakers']","Tesla, Inc.",TSLA,TSLA,"Tesla, Inc."
"June 5, 2025 @ 2:37 PM ET",2025-06-05 14:37:00,the easiest way to save money in our budget billions and billions of dollars is to terminate elon governmental subsidies and contracts was always surprised that biden didn do it,https://truthsocial.com/@realDonaldTrump/posts/114632206992330264,Truth Social,the easiest way to save money in our budget billions and billions of dollars is to terminate elon governmental subsidies and contracts was always surprised that biden didn do it,Direct,-0.7,0.8,"['Elon Musk', 'Tesla', 'SpaceX', 'Government subsidies', 'Federal contracts']","['Tesla', 'SpaceX', 'Consumer Discretionary', 'Industrials', 'Energy']","Targets ending subsidies and contracts linked to Elon Musk, implying potential losses for Tesla and SpaceX and pressure on EV and aerospace stocks.","['Elon Musk', 'Tesla', 'SpaceX', 'Government subsidies', 'Federal contracts']","Tesla, Inc.",TSLA,TSLA,"Tesla, Inc."
"May 31, 2025 @ 9:40 PM ET",2025-05-31 21:40:00,after thorough review of prior associations am hereby withdrawing the nomination of jared isaacman to head nasa will soon announce new nominee who will be mission aligned and put america first in space thank you for your attention to this matter,https://truthsocial.com/@realDonaldTrump/posts/114605559474286180,Truth Social,after thorough review of prior associations am hereby withdrawing the nomination of jared isaacman to head nasa will soon announce new nominee who will be mission aligned and put america first in space thank you for your attention to this matter,Direct,-0.2,0.4,"['Jared Isaacman', 'Shift4 Payments', 'Boeing', 'Lockheed Martin', 'Government contracts']","['Industrials', 'Information Technology']",Withdrawal of Jared Isaacman’s NASA nomination directly references a public-company CEO and injects uncertainty for aerospace contractors and related space policy beneficiaries.,"['Jared Isaacman', 'Shift4 Payments', 'Boeing', 'Lockheed Martin', 'Government contracts']","Shift4 Payments, Inc., The Boeing Company","FOUR, BA",FOUR,"Shift4 Payments, Inc."
"May 31, 2025 @ 9:40 PM ET",2025-05-31 21:40:00,after thorough review of prior associations am hereby withdrawing the nomination of jared isaacman to head nasa will soon announce new nominee who will be mission aligned and put america first in space thank you for your attention to this matter,https://truthsocial.com/@realDonaldTrump/posts/114605559474286180,Truth Social,after thorough review of prior associations am hereby withdrawing the nomination of jared isaacman to head nasa will soon announce new nominee who will be mission aligned and put america first in space thank you for your attention to this matter,Direct,-0.2,0.4,"['Jared Isaacman', 'Shift4 Payments', 'Boeing', 'Lockheed Martin', 'Government contracts']","['Industrials', 'Information Technology']",Withdrawal of Jared Isaacman’s NASA nomination directly references a public-company CEO and injects uncertainty for aerospace contractors and related space policy beneficiaries.,"['Jared Isaacman', 'Shift4 Payments', 'Boeing', 'Lockheed Martin', 'Government contracts']","Shift4 Payments, Inc., The Boeing Company","FOUR, BA",BA,The Boeing Company
"May 30, 2025 @ 7:43 PM ET",2025-05-30 19:43:00,thank you elon,https://truthsocial.com/@realDonaldTrump/posts/114599434397215985,Truth Social,thank you elon,Direct,0.5,0.3,"['Elon Musk', 'Tesla']","['Consumer Discretionary', 'Tesla']",Direct positive mention of Elon Musk can sway sentiment toward Tesla.,"['Elon Musk', 'Tesla']","Tesla, Inc.",TSLA,TSLA,"Tesla, Inc."
"May 30, 2025 @ 2:46 PM ET",2025-05-30 14:46:00,elon has delivered colossal change in the old ways of doing business in washington,https://truthsocial.com/@realDonaldTrump/posts/114598269085729861,Truth Social,elon has delivered colossal change in the old ways of doing business in washington,Direct,0.7,0.4,"['Elon Musk', 'Tesla', 'SpaceX', 'Government policy', 'Regulation']","['Consumer Discretionary', 'Industrials', 'Communication Services']",Positive mention of Elon Musk could sway sentiment toward Musk-linked companies and expectations of a friendlier policy environment.,"['Elon Musk', 'Tesla', 'SpaceX', 'Government policy', 'Regulation']","Tesla, Inc.",TSLA,TSLA,"Tesla, Inc."
"May 30, 2025 @ 2:01 PM ET",2025-05-30 14:01:00,join me with elon live in the oval office,https://truthsocial.com/@realDonaldTrump/posts/114598088958949368,Truth Social,join me with elon live in the oval office,Direct,0.4,0.5,"['Elon Musk', 'Tesla', 'X (Twitter)', 'SpaceX']","['Consumer Discretionary', 'Communication Services', 'Industrials', 'Tesla']",Direct reference to Elon Musk and a high-profile Oval Office appearance could draw attention to Tesla and related names.,"['Elon Musk', 'Tesla', 'X (Twitter)', 'SpaceX']","Tesla, Inc.",TSLA,TSLA,"Tesla, Inc."
"May 29, 2025 @ 8:14 PM ET",2025-05-29 20:14:00,i am having press conference tomorrow at 1 30 m est with elon musk at the oval office this will be his last day but not really because he will always be with us helping all the way elon is terrific see you tomorrow at the white house,https://truthsocial.com/@realDonaldTrump/posts/114593895018014960,Truth Social,i am having press conference tomorrow at 1 30 m est with elon musk at the oval office this will be his last day but not really because he will always be with us helping all the way elon is terrific see you tomorrow at the white house,Direct,0.7,0.6,"['Elon Musk', 'Tesla', 'SpaceX', 'X (Twitter)']","['Consumer Discretionary', 'Communication Services', 'Industrials']","Mentions Elon Musk and a White House press conference, likely moving Tesla and related Musk-linked stocks.","['Elon Musk', 'Tesla', 'SpaceX', 'X (Twitter)']","Tesla, Inc.",TSLA,TSLA,"Tesla, Inc."
"May 28, 2025 @ 8:23 PM ET",2025-05-28 20:23:00,breaking in major win in our powerful lawsuit against the pulitzer prize board regarding the illegal and defamatory award of their once highly respected prize to fake malicious stories on the russia russia russia hoax by the failing new york times and the washington compost the florida appellate court viciously rejected the defendants corrupt attempt to halt the case they won pulitzer prize for totally incorrect reporting about the russia russia russia hoax now they admit it was scam never happened and their reporting was totally wrong in fact the exact opposite of the truth they ll have to give back their award they were awarded for false reporting and we can let that happen in the united states of america we are holding the fake news media responsible for their lies to the american people so we can together make america great again,https://truthsocial.com/@realDonaldTrump/posts/114588267526398401,Truth Social,breaking in major win in our powerful lawsuit against the pulitzer prize board regarding the illegal and defamatory award of their once highly respected prize to fake malicious stories on the russia russia russia hoax by the failing new york times and the washington compost the florida appellate court viciously rejected the defendants corrupt attempt to halt the case they won pulitzer prize for totally incorrect reporting about the russia russia russia hoax now they admit it was scam never happened and their reporting was totally wrong in fact the exact opposite of the truth they ll have to give back their award they were awarded for false reporting and we can let that happen in the united states of america we are holding the fake news media responsible for their lies to the american people so we can together make america great again,Direct,-0.8,0.3,"['The New York Times', 'The Washington Post', 'defamation lawsuit', 'Pulitzer Prize Board', 'media']","['Communication Services', 'The New York Times', 'The Washington Post']",Direct mention of and legal pressure on NYT and Washington Post could influence investor sentiment toward media stocks.,"['The New York Times', 'The Washington Post', 'defamation lawsuit', 'Pulitzer Prize Board', 'media']",The New York Times Company,NYT,NYT,The New York Times Company
"May 27, 2025 @ 6:25 PM ET",2025-05-27 18:25:00,our great mortgage agencies fannie mae and freddie mac provide vital service to our nation by helping hardworking americans reach the american dream home ownership am working on taking these amazing companies public but want to be clear the s government will keep its implicit guarantees and will stay strong in my position on overseeing them as president these agencies are now doing very well and will help us to make america great again,https://truthsocial.com/@realDonaldTrump/posts/114582141732207441,Truth Social,our great mortgage agencies fannie mae and freddie mac provide vital service to our nation by helping hardworking americans reach the american dream home ownership am working on taking these amazing companies public but want to be clear the s government will keep its implicit guarantees and will stay strong in my position on overseeing them as president these agencies are now doing very well and will help us to make america great again,Direct,0.8,0.9,"['Fannie Mae', 'Freddie Mac', 'implicit guarantees', 'IPO', 'mortgage']","['Financials', 'Real Estate', 'Fannie Mae', 'Freddie Mac']","Directly mentions Fannie Mae and Freddie Mac with plans to take them public while retaining government guarantees, signaling strong support for housing finance stocks.","['Fannie Mae', 'Freddie Mac', 'implicit guarantees', 'IPO', 'mortgage']","Federal National Mortgage Association, Federal Home Loan Mortgage Corporation","FNMA, FMCC",FNMA,Federal National Mortgage Association
"May 27, 2025 @ 6:25 PM ET",2025-05-27 18:25:00,our great mortgage agencies fannie mae and freddie mac provide vital service to our nation by helping hardworking americans reach the american dream home ownership am working on taking these amazing companies public but want to be clear the s government will keep its implicit guarantees and will stay strong in my position on overseeing them as president these agencies are now doing very well and will help us to make america great again,https://truthsocial.com/@realDonaldTrump/posts/114582141732207441,Truth Social,our great mortgage agencies fannie mae and freddie mac provide vital service to our nation by helping hardworking americans reach the american dream home ownership am working on taking these amazing companies public but want to be clear the s government will keep its implicit guarantees and will stay strong in my position on overseeing them as president these agencies are now doing very well and will help us to make america great again,Direct,0.8,0.9,"['Fannie Mae', 'Freddie Mac', 'implicit guarantees', 'IPO', 'mortgage']","['Financials', 'Real Estate', 'Fannie Mae', 'Freddie Mac']","Directly mentions Fannie Mae and Freddie Mac with plans to take them public while retaining government guarantees, signaling strong support for housing finance stocks.","['Fannie Mae', 'Freddie Mac', 'implicit guarantees', 'IPO', 'mortgage']","Federal National Mortgage Association, Federal Home Loan Mortgage Corporation","FNMA, FMCC",FMCC,Federal Home Loan Mortgage Corporation
"May 23, 2025 @ 7:19 AM ET",2025-05-23 07:19:00,i have long ago informed tim cook of apple that expect their iphone that will be sold in the united states of america will be manufactured and built in the united states not india or anyplace else if that is not the case tariff of at least 25 must be paid by apple to the s thank your for your attention to this matter,https://truthsocial.com/@realDonaldTrump/posts/114556874484491575,Truth Social,i have long ago informed tim cook of apple that expect their iphone that will be sold in the united states of america will be manufactured and built in the united states not india or anyplace else if that is not the case tariff of at least 25 must be paid by apple to the s thank your for your attention to this matter,Direct,-0.7,0.8,"['Apple', 'Tim Cook', 'iPhone', '25% tariff', 'U.S. manufacturing']","['Apple', 'Information Technology', 'Industrials', 'Consumer Discretionary']","Directly threatens a 25% tariff on iPhones unless made in the U.S., pressuring Apple’s pricing, margins, and supply chain.","['Apple', 'Tim Cook', 'iPhone', '25% tariff', 'U.S. manufacturing']",Apple Inc.,AAPL,AAPL,Apple Inc.
"May 21, 2025 @ 6:48 PM ET",2025-05-21 18:48:00,i am giving very serious consideration to bringing fannie mae and freddie mac public will be speaking with treasury secretary scott bessent secretary of commerce howard lutnick and the director of the federal housing finance agency william pulte among others and will be making decision in the near future fannie mae and freddie mac are doing very well throwing off lot of cash and the time would seem to be right stay tuned,https://truthsocial.com/@realDonaldTrump/posts/114548257487682819,Truth Social,i am giving very serious consideration to bringing fannie mae and freddie mac public will be speaking with treasury secretary scott bessent secretary of commerce howard lutnick and the director of the federal housing finance agency william pulte among others and will be making decision in the near future fannie mae and freddie mac are doing very well throwing off lot of cash and the time would seem to be right stay tuned,Direct,0.8,0.9,"['Fannie Mae', 'Freddie Mac', 'U.S. Treasury', 'FHFA', 'Privatization']","['Financials', 'Real Estate']","Directly mentions taking Fannie Mae and Freddie Mac public, implying policy change that could move mortgage finance and housing-related stocks.","['Fannie Mae', 'Freddie Mac', 'U.S. Treasury', 'FHFA', 'Privatization']","Federal National Mortgage Association, Federal Home Loan Mortgage Corporation","FNMA, FMCC",FNMA,Federal National Mortgage Association
"May 21, 2025 @ 6:48 PM ET",2025-05-21 18:48:00,i am giving very serious consideration to bringing fannie mae and freddie mac public will be speaking with treasury secretary scott bessent secretary of commerce howard lutnick and the director of the federal housing finance agency william pulte among others and will be making decision in the near future fannie mae and freddie mac are doing very well throwing off lot of cash and the time would seem to be right stay tuned,https://truthsocial.com/@realDonaldTrump/posts/114548257487682819,Truth Social,i am giving very serious consideration to bringing fannie mae and freddie mac public will be speaking with treasury secretary scott bessent secretary of commerce howard lutnick and the director of the federal housing finance agency william pulte among others and will be making decision in the near future fannie mae and freddie mac are doing very well throwing off lot of cash and the time would seem to be right stay tuned,Direct,0.8,0.9,"['Fannie Mae', 'Freddie Mac', 'U.S. Treasury', 'FHFA', 'Privatization']","['Financials', 'Real Estate']","Directly mentions taking Fannie Mae and Freddie Mac public, implying policy change that could move mortgage finance and housing-related stocks.","['Fannie Mae', 'Freddie Mac', 'U.S. Treasury', 'FHFA', 'Privatization']","Federal National Mortgage Association, Federal Home Loan Mortgage Corporation","FNMA, FMCC",FMCC,Federal Home Loan Mortgage Corporation
"May 17, 2025 @ 10:29 PM ET",2025-05-17 22:29:00,why doesn chairman bob iger do something about abc fake news especially since just won 16 000 000 based on the fake and defamatory reporting of liddle george slopadopolus he was given warnings but just couldn be restrained by management now see they are at it again and again give these sleazebags fair warning the wonderful country of qatar after agreeing to invest more than 1 4 trillion dollars in the united states of america deserves much better than misleading fake news everyone including their lawyers has been told that abc must not say that qatar is giving me free boeing 747 airplane because they are not instead and as fake news abc fully knows and understands this highly respected country is donating the plane to the united states air force defense department and not to me by so doing they are saving our country and the american taxpayer hundreds of millions of dollars abc fake news is one of the worst,https://truthsocial.com/@realDonaldTrump/posts/114526479593964662,Truth Social,why doesn chairman bob iger do something about abc fake news especially since just won 16 000 000 based on the fake and defamatory reporting of liddle george slopadopolus he was given warnings but just couldn be restrained by management now see they are at it again and again give these sleazebags fair warning the wonderful country of qatar after agreeing to invest more than 1 4 trillion dollars in the united states of america deserves much better than misleading fake news everyone including their lawyers has been told that abc must not say that qatar is giving me free boeing 747 airplane because they are not instead and as fake news abc fully knows and understands this highly respected country is donating the plane to the united states air force defense department and not to me by so doing they are saving our country and the american taxpayer hundreds of millions of dollars abc fake news is one of the worst,Direct,-0.6,0.6,"['Boeing', 'Disney', 'Bob Iger', 'ABC News', 'Qatar']","['Communication Services', 'Industrials']","Directly criticizes Disney/ABC leadership and references Boeing and a large Qatar investment, potentially moving media and aerospace stocks.","['Boeing', 'Disney', 'Bob Iger', 'ABC News', 'Qatar']","The Boeing Company, The Walt Disney Company","BA, DIS",BA,The Boeing Company
"May 17, 2025 @ 10:29 PM ET",2025-05-17 22:29:00,why doesn chairman bob iger do something about abc fake news especially since just won 16 000 000 based on the fake and defamatory reporting of liddle george slopadopolus he was given warnings but just couldn be restrained by management now see they are at it again and again give these sleazebags fair warning the wonderful country of qatar after agreeing to invest more than 1 4 trillion dollars in the united states of america deserves much better than misleading fake news everyone including their lawyers has been told that abc must not say that qatar is giving me free boeing 747 airplane because they are not instead and as fake news abc fully knows and understands this highly respected country is donating the plane to the united states air force defense department and not to me by so doing they are saving our country and the american taxpayer hundreds of millions of dollars abc fake news is one of the worst,https://truthsocial.com/@realDonaldTrump/posts/114526479593964662,Truth Social,why doesn chairman bob iger do something about abc fake news especially since just won 16 000 000 based on the fake and defamatory reporting of liddle george slopadopolus he was given warnings but just couldn be restrained by management now see they are at it again and again give these sleazebags fair warning the wonderful country of qatar after agreeing to invest more than 1 4 trillion dollars in the united states of america deserves much better than misleading fake news everyone including their lawyers has been told that abc must not say that qatar is giving me free boeing 747 airplane because they are not instead and as fake news abc fully knows and understands this highly respected country is donating the plane to the united states air force defense department and not to me by so doing they are saving our country and the american taxpayer hundreds of millions of dollars abc fake news is one of the worst,Direct,-0.6,0.6,"['Boeing', 'Disney', 'Bob Iger', 'ABC News', 'Qatar']","['Communication Services', 'Industrials']","Directly criticizes Disney/ABC leadership and references Boeing and a large Qatar investment, potentially moving media and aerospace stocks.","['Boeing', 'Disney', 'Bob Iger', 'ABC News', 'Qatar']","The Boeing Company, The Walt Disney Company","BA, DIS",DIS,The Walt Disney Company
